Token,Train_Count,Valid_Count,Total_Count
sternness,3,0,3
stethoscope,967,6,973
stethoscopes,23,0,23
steve,4224,71,4295
steve's,121,1,122
steven,615,7,622
steven's,24,0,24
stevens,5,0,5
stevey,4,0,4
stevia,1,0,1
stevie,99,0,99
stevie's,4,0,4
stew,586,18,604
stew's,1,0,1
steward,6,0,6
stewardess,9,0,9
stewardesses,1,0,1
stewards,1,0,1
stewart,5,0,5
stewie,5,0,5
stewo,1,0,1
stewpid,1,0,1
stews,2,0,2
stewy,9,0,9
stiches,4,0,4
stick,144233,1531,145764
stick's,35,0,35
stickball,1,0,1
sticked,1,0,1
sticken,1,0,1
sticker,8857,100,8957
sticker's,2,0,2
stickered,2,0,2
stickers,11016,107,11123
stickier,12,0,12
stickiest,4,1,5
stickiness,4,0,4
sticking,2809,35,2844
stickly,8,0,8
sticks,34688,343,35031
sticky,8183,76,8259
sticky's,2,0,2
stickyness,1,0,1
stiff,312,3,315
stiffen,1,0,1
stiffened,4,0,4
stiffly,6,0,6
stiffness,4,0,4
stifle,3,0,3
stifled,4,0,4
stifling,1,0,1
stig,2,0,2
stig's,1,0,1
stile,2,0,2
stiletto,1,0,1
still,241656,2331,243987
stilldreamed,1,0,1
stilled,2,0,2
stilll,1,0,1
stillness,46,1,47
stilts,24,0,24
stimulate,1,0,1
stimulation,1,0,1
sting,2915,32,2947
stinged,2,0,2
stinger,94,0,94
stingers,40,1,41
stingier,1,0,1
stinging,119,3,122
stingray,5,0,5
stingrays,2,0,2
stings,510,10,520
stingy,104,1,105
stink,62,0,62
stinking,2,0,2
stinks,34,0,34
stinkweed,1,0,1
stinky,495,5,500
stinky's,2,0,2
stir,13879,156,14035
stiring,3,0,3
stirred,10890,108,10998
stirrer,31,0,31
stirrers,4,0,4
stirrin,1,0,1
stirring,4450,53,4503
stirrred,4,0,4
stirrring,3,0,3
stirrup,1,0,1
stirrups,2,0,2
stirry,2,0,2
stirs,544,10,554
stitch,8574,86,8660
stitch's,71,0,71
stitched,201,1,202
stitcher,8,0,8
stitches,1263,12,1275
stitching,141,1,142
stitchwork,5,0,5
stitchy,79,0,79
sto,1,0,1
stoat,1,0,1
stock,27,0,27
stocked,14,0,14
stocking,40,0,40
stockings,32,0,32
stocks,1,0,1
stoically,1,0,1
stoked,2,0,2
stoking,1,0,1
stole,2688,26,2714
stoled,1,0,1
stolen,1759,14,1773
stoma,4,0,4
stomach,6620,91,6711
stomach's,2,0,2
stomachache,44,0,44
stomachaches,1,0,1
stomachs,488,9,497
stomp,508,5,513
stomped,1885,7,1892
stomping,326,3,329
stomps,221,3,224
stompy,13,0,13
stompy's,1,0,1
stone,52238,532,52770
stone's,107,0,107
stoned,1,0,1
stones,19490,185,19675
stongest,1,0,1
stony,26,0,26
stood,30273,265,30538
stook,1,0,1
stool,1761,19,1780
stool's,1,0,1
stools,21,0,21
stoop,8,0,8
stooped,88,0,88
stop,144349,1464,145813
stop's,1,0,1
stoped,10,0,10
stoplight,3,0,3
stopped,190345,1911,192256
stopper,15,0,15
stopper's,1,0,1
stopping,1535,14,1549
stopppp,1,0,1
stops,11338,106,11444
stopwatch,16,0,16
storage,57,0,57
store,157567,1606,159173
store'd,2,0,2
store's,93,1,94
stored,1165,6,1171
storefront,1,0,1
storeguard,2,0,2
storehouse,1,0,1
storekeeper,1593,11,1604
storekeeper's,14,0,14
storekeepers,3,0,3
storemanager,1,0,1
storeowner,80,0,80
storeowners,1,0,1
storeperson,1,0,1
storeroom,12,0,12
storerooms,1,0,1
stores,711,9,720
storewindow,1,0,1
storey,1,0,1
storeys,3,0,3
storied,1,0,1
stories,41906,427,42333
storing,287,1,288
stork,75,0,75
stork's,3,0,3
storks,7,0,7
storm,41723,427,42150
storm's,14,0,14
stormcloud,12,0,12
stormclouds,2,0,2
stormed,118,1,119
storming,17,0,17
storms,789,8,797
stormy,418,3,421
story,200221,2042,202263
story's,17,0,17
storybird's,1,0,1
storybook,181,0,181
storybooks,19,0,19
storyteaches,1,0,1
storyteller,107,0,107
storyteller's,3,0,3
storytellers,11,0,11
storytelling,16,0,16
storytime,5,1,6
stout,2,0,2
stove,19622,193,19815
stove's,11,0,11
stoves,70,0,70
stovetop,7,0,7
stovey,21,0,21
stovy,6,0,6
stowaway,2,0,2
stowaways,4,0,4
stowed,1,0,1
straddled,3,0,3
straight,5230,51,5281
straightaway,11,0,11
straighten,41,0,41
straightened,88,0,88
straightening,8,0,8
straightens,11,0,11
straighter,12,1,13
straightforward,1,0,1
straights,1,0,1
strain,17,1,18
strained,70,2,72
strainer,17,0,17
straining,14,0,14
strains,3,0,3
strand,57,0,57
stranded,99,0,99
strands,64,0,64
strange,54442,569,55011
strangeest,1,0,1
strangely,133,2,135
strangeman,1,0,1
strangeness,1,0,1
stranger,14243,140,14383
stranger's,224,4,228
strangers,4446,44,4490
stranges,1,0,1
strangest,65,0,65
strangle,1,0,1
strangled,1,0,1
strap,277,1,278
straped,1,0,1
strapped,92,0,92
strapping,2,0,2
straps,80,0,80
strategic,3,0,3
strategies,18,0,18
strategized,2,0,2
strategizing,2,0,2
strategy,46,0,46
straw,1085,7,1092
strawberies,1,0,1
strawberrie,1,0,1
strawberries,7416,94,7510
strawberry,14044,152,14196
strawberry's,13,0,13
strawberrys,4,0,4
strawby,5,0,5
straws,75,1,76
stray,161,3,164
strayed,67,1,68
straying,16,0,16
streached,1,0,1
streak,124,1,125
streaked,27,2,29
streaking,9,0,9
streaks,39,1,40
streaky,2,0,2
stream,14969,140,15109
stream's,16,0,16
streamed,83,2,85
streamer,10,0,10
streamers,771,11,782
streaming,272,0,272
streamlining,1,0,1
streams,231,2,233
streched,2,0,2
strechy,2,0,2
street,44538,446,44984
streetlamp,4,0,4
streetlight,16,0,16
streetlights,7,0,7
streets,1561,10,1571
strenght,1,0,1
strength,7449,67,7516
strengthen,19,1,20
strengthened,13,0,13
strengthening,5,0,5
strengthens,4,1,5
strengths,193,2,195
strenuous,2,0,2
strenuously,1,0,1
strep,3,0,3
stress,35,0,35
stressed,140,1,141
stresses,1,0,1
stressful,10,0,10
stressing,1,0,1
stretch,15184,164,15348
stretch's,29,0,29
stretched,11427,124,11551
stretcher,294,1,295
stretchers,14,0,14
stretches,817,7,824
stretchie,7,0,7
stretchiest,1,0,1
stretchiness,1,0,1
stretching,3073,40,3113
stretchy,588,11,599
stretchy's,1,0,1
strewn,42,0,42
strib,9,0,9
strib's,2,0,2
stricken,9,0,9
strickold,2,0,2
strict,293,1,294
stricter,3,0,3
strictest,1,0,1
strictly,3,0,3
strictness,1,0,1
stride,12,0,12
strider,6,0,6
strides,18,1,19
striding,2,0,2
strike,6675,61,6736
striker,38,0,38
strikerry,3,0,3
strikers,2,0,2
strikes,328,4,332
striking,607,5,612
string,39017,411,39428
string's,1,0,1
stringed,2,0,2
stringer,1,0,1
stringing,6,0,6
strings,3689,37,3726
stringy,27,0,27
strip,7813,91,7904
strip's,2,0,2
stripe,377,3,380
striped,282,1,283
stripeless,1,0,1
stripes,3338,34,3372
stripey,48,1,49
stripped,15,0,15
strips,858,13,871
stripy,16,0,16
strive,118,2,120
strived,20,0,20
striving,38,1,39
strode,19,0,19
stroke,813,7,820
stroked,1674,20,1694
strokes,471,6,477
stroking,171,4,175
stroll,545,5,550
strolled,445,7,452
stroller,337,3,340
strollers,4,0,4
strolling,253,1,254
strolls,29,0,29
strong,199952,1980,201932
strong's,3,0,3
strongely,1,0,1
stronger,16289,169,16458
strongest,1545,19,1564
strongly,114,2,116
strongman,4,0,4
strongperson,1,0,1
strongy,8,0,8
strontium,1,0,1
strove,3,0,3
stroy,1,0,1
struck,3611,27,3638
structure,8953,76,9029
structure's,3,0,3
structured,2,0,2
structures,625,3,628
strudel,13,0,13
strudel's,1,0,1
strudels,1,0,1
struggiling,1,0,1
strugging,1,0,1
struggle,6213,41,6254
struggled,3380,32,3412
strugglem,1,0,1
struggles,189,2,191
strugglin,1,0,1
struggling,3213,31,3244
strum,330,4,334
strummed,242,3,245
strumming,84,1,85
strums,60,1,61
strung,51,0,51
strunged,1,0,1
strut,26,1,27
struts,1,0,1
strutted,127,0,127
struttig,1,0,1
strutting,19,0,19
stu,120,0,120
stu's,2,0,2
stuart,130,0,130
stuart's,3,0,3
stub,8,1,9
stubbed,65,1,66
stubbern,3,0,3
stubble,1,0,1
stubbon,1,0,1
stubborn,22852,200,23052
stubborness,1,0,1
stubbornest,2,0,2
stubborningly,1,0,1
stubbornly,101,0,101
stubbornness,162,3,165
stubbron,3,0,3
stubbs,17,0,17
stubbs's,1,0,1
stubby,23,0,23
stuborn,9,0,9
stubs,1,0,1
stuck,94942,974,95916
stuckin,1,0,1
stucking,1,0,1
stuckness,1,0,1
stucktight,1,0,1
studded,4,0,4
studdied,1,0,1
student,966,19,985
student's,16,1,17
students,1669,35,1704
studied,4437,63,4500
studier,2,0,2
studies,320,5,325
studio,249,1,250
studious,1,0,1
studs,1,0,1
study,15412,191,15603
studying,4068,48,4116
stuff,14497,161,14658
stuffed,5202,58,5260
stuffies,1,0,1
stuffing,843,15,858
stuffings,4,0,4
stuffs,2,0,2
stuffy,94,1,95
stuffy's,3,0,3
stuggled,1,0,1
stumbed,2,0,2
stumble,2407,17,2424
stumbled,12094,109,12203
stumbler,1,0,1
stumbles,176,2,178
stumbling,194,4,198
stumblings,1,0,1
stumbo,2,0,2
stump,185,5,190
stumped,35,0,35
stumps,14,0,14
stumpy,1,0,1
stung,2044,17,2061
stunk,3,0,3
stunned,271,4,275
stunning,209,6,215
stunningly,8,0,8
stunt,26,1,27
stunts,41,0,41
stupd,2,0,2
stupid,20265,248,20513
stupid's,3,0,3
stupider,1,0,1
stupidest,8,0,8
stupidity,1,0,1
stupidly,10,1,11
stupidshe,1,0,1
stupor,1,0,1
sturdier,32,0,32
sturdiest,3,0,3
sturdily,1,0,1
sturdy,402,4,406
sturgeon,2,0,2
stutter,3,0,3
stuttered,86,0,86
stuttering,1,0,1
stutters,2,0,2
stuumbling,1,0,1
sty,5,1,6
style,6132,69,6201
style's,4,0,4
styled,24,0,24
styles,696,8,704
styling,32,1,33
stylish,207,1,208
stylist,50,0,50
stylists,2,0,2
stylo,4,0,4
stylus,1,0,1
su,13,0,13
su's,1,0,1
suave,1,0,1
subject,70,0,70
subjective,1,0,1
subjects,226,0,226
sublime,2,0,2
submarine,68,5,73
submarines,5,0,5
submerged,26,0,26
submerging,1,0,1
submission,1,0,1
submit,1,0,1
submitted,2,0,2
subs,1,0,1
subsequently,1,0,1
subside,9,0,9
subsided,37,0,37
subsiding,2,0,2
substance,66,2,68
substances,1,0,1
substitute,6,0,6
substituting,1,0,1
subtitles,1,0,1
subtle,11,0,11
subtract,85,0,85
subtracted,12,0,12
subtracting,9,0,9
subtraction,9,0,9
suburb,1,0,1
suburban,1,0,1
suburbs,1,0,1
subway,11187,98,11285
subway's,10,0,10
subways,9,1,10
suc,1,0,1
succeed,8957,98,9055
succeeded,4468,30,4498
succeeding,195,5,200
succeeds,25,2,27
succeessful,1,0,1
succesful,1,0,1
succesfully,1,0,1
success,8035,91,8126
success's,1,0,1
successes,66,3,69
successful,19395,168,19563
successfull,3,0,3
successfully,494,6,500
successfuly,0,1,1
succession,1,0,1
successsful,1,0,1
successville,3,0,3
succulent,20,0,20
succumb,4,0,4
succumbed,2,0,2
succumed,1,0,1
suceeded,1,0,1
sucess,1,0,1
such,31430,317,31747
suck,287,1,288
sucked,239,2,241
sucker,4,0,4
suckers,44,0,44
sucking,223,1,224
suckle,1,0,1
sucks,25,0,25
suction,7,0,7
sudddenly,1,0,1
sudden,8851,95,8946
suddendly,2,0,2
suddenjimmy,1,0,1
suddenlly,2,0,2
suddenly,254470,2701,257171
suddenlyappeared,1,0,1
suddenlyhe,1,0,1
suddenlyjimmy,1,0,1
suddently,11,1,12
suddenty,1,0,1
suddeny,6,0,6
sudeb,5,0,5
sudha,11,0,11
suds,37,2,39
sudsing,1,0,1
sudsy,25,0,25
sue,1059755,10745,1070500
sue's,58747,599,59346
suebob,2,0,2
sued,6,0,6
suefy,6,0,6
sues,3,0,3
suewas,1,0,1
suey,9,0,9
suf,1,0,1
suface,1,0,1
suffer,6612,47,6659
suffered,1504,22,1526
sufferered,1,0,1
sufferin,1,0,1
suffering,1865,11,1876
sufferings,4,0,4
suffers,67,1,68
sufficient,3,0,3
suffing,1,0,1
suffle,1,0,1
suffocate,7,0,7
suffocated,14,0,14
suffocating,2,0,2
suficiente,1,0,1
sugar,25951,303,26254
sugar's,11,0,11
sugarless,1,0,1
sugarplums,1,0,1
sugarpop,6,0,6
sugarpop's,2,0,2
sugars,5,0,5
sugarville,1,0,1
sugary,127,1,128
suggesing,1,0,1
suggest,2265,21,2286
suggested,9653,87,9740
suggesting,171,1,172
suggestion,895,5,900
suggestions,154,3,157
suggests,421,5,426
sugi,9,0,9
sugi's,2,0,2
suh,1,0,1
suhe,6,0,6
suicases,1,0,1
suing,1,0,1
suit,16620,207,16827
suit's,3,0,3
suitable,163,2,165
suitcase,1507,7,1514
suitcases,256,1,257
suite,1,0,1
suited,37,0,37
suitors,1,0,1
suits,1340,8,1348
suki,58,18,76
suki's,3,1,4
sulfur,2,0,2
sulk,43,0,43
sulked,127,1,128
sulkily,6,0,6
sulking,30,1,31
sulks,8,1,9
sulky,10,0,10
sullen,1,0,1
sullenly,3,1,4
sulley,12,0,12
sulley's,2,0,2
sullivan,4,0,4
sully,124,0,124
sully's,8,0,8
sum,20,0,20
sum's,1,0,1
sumac,1,0,1
sumi,13,0,13
summarized,1,0,1
summed,2,0,2
summer,10337,114,10451
summer's,83,2,85
summers,19,0,19
summertime,156,0,156
summerville,1,0,1
summery,2,0,2
summing,1,0,1
summit,71,1,72
summited,1,0,1
summon,16,0,16
summoned,50,0,50
summoning,5,0,5
summons,1,0,1
summy,8,0,8
sumptious,1,0,1
sumptuous,1,0,1
sums,25,2,27
sun,353963,3653,357616
sun's,1582,11,1593
suna,14,0,14
sunbath,5,0,5
sunbathe,53,1,54
sunbathed,4,0,4
sunbather,1,0,1
sunbathing,51,0,51
sunbeam,123,1,124
sunbeams,60,0,60
sunbed,1,0,1
sunbird,2,0,2
sunblock,56,0,56
sunburn,125,2,127
sunburned,36,0,36
sunburns,17,1,18
sunburnt,9,0,9
suncatcher,4,0,4
suncream,3,0,3
suncreen,1,0,1
sunda,8,0,8
sunda's,1,0,1
sundae,143,0,143
sundaes,25,0,25
sunday,6050,46,6096
sunday's,9,0,9
sundays,502,7,509
sundial,5,0,5
sundials,1,0,1
sundown,25,0,25
sundrenched,1,0,1
sundress,7,1,8
sunfish,3,0,3
sunflow,3,0,3
sunfloweer,1,0,1
sunflower,19656,208,19864
sunflower's,226,2,228
sunflowers,2013,9,2022
sunfruit,1,0,1
sunfruits,1,0,1
sung,293,4,297
sung's,1,0,1
sunglasses,13303,187,13490
sunhad,1,0,1
sunhat,62,0,62
sunhats,1,0,1
sunhine,1,0,1
suni,12,0,12
sunita,9,0,9
sunita's,2,0,2
sunk,226,3,229
sunken,40,0,40
sunlight,3161,26,3187
sunlit,18,0,18
sunmy,10,0,10
sunn,1,0,1
sunned,4,0,4
sunney,1,0,1
sunnie,2,0,2
sunnier,19,0,19
sunnies,8,0,8
sunniest,24,0,24
sunning,83,3,86
sunnny,1,0,1
sunny,160251,1713,161964
sunny's,440,9,449
sunnydale,1,0,1
sunnyfish,1,0,1
sunnyland,4,0,4
sunnys,1,0,1
sunnyside,3,0,3
sunnyvale,2,0,2
sunnyville,6,0,6
sunray,5,0,5
sunrays,25,0,25
sunrise,8544,56,8600
sunrise's,2,0,2
sunrises,76,0,76
sunrising,1,0,1
sunroof,8,0,8
sunroom,2,0,2
suns,629,8,637
sunscreen,750,17,767
sunset,9485,116,9601
sunset's,3,0,3
sunsets,230,3,233
sunshine,21028,193,21221
sunshine's,21,0,21
sunshined,1,0,1
sunshines,8,0,8
sunshineville,2,0,2
sunshiney,3,0,3
sunshining,2,0,2
sunshiny,11,0,11
sunshone,1,0,1
sunsmile,6,0,6
suntan,3,0,3
sup,1,0,1
supa,3,0,3
super,2613,23,2636
superb,4,0,4
superbaby,2,0,2
superboy,5,0,5
superboy's,1,0,1
supercalifragilisticexpialidocious,5,0,5
supercomputer,2,1,3
supereblliant,1,0,1
superfast,2,0,2
superficial,2,0,2
superglue,1,0,1
superhero,6498,84,6582
superhero's,12,0,12
superheroes,2261,24,2285
superhug,6,0,6
superhug's,1,0,1
superhuman,1,0,1
superior,6,0,6
superiority,1,0,1
superkid,8,0,8
superkid's,1,0,1
superman,26,0,26
supermarket,260,0,260
supermarkets,1,0,1
supermodel,1,0,1
supernatural,3,0,3
supernova,1,0,1
superpower,71,1,72
superpowered,2,0,2
superpowers,94,2,96
supershiny,1,0,1
superstar,18,0,18
superstars,1,0,1
superstition,1,0,1
superstitions,1,0,1
superstore,1,0,1
superstrong,1,0,1
supervillain,1,0,1
supervise,4,0,4
supervised,12,0,12
supervising,2,0,2
supervision,112,1,113
supervisor,13,0,13
supervisors,1,0,1
suph,1,0,1
supper,123,4,127
suppertime,2,0,2
suppled,1,0,1
supplied,899,5,904
supplier,13,0,13
supplier's,2,0,2
supplies,2365,21,2386
suppliesthese,1,0,1
suppling,1,0,1
supply,8765,67,8832
supply's,2,0,2
supplyed,7,0,7
supplyer,1,0,1
supplying,357,2,359
support,12744,152,12896
support's,1,0,1
supported,1508,19,1527
supporter,6,0,6
supporters,5,0,5
supporting,781,9,790
supportive,250,3,253
supportively,1,0,1
supports,114,3,117
supporty,4,0,4
suppose,152,0,152
supposed,4542,35,4577
supposedly,2,0,2
supreme,2,0,2
supremely,1,0,1
suprise,9,2,11
suprised,33,0,33
suprises,1,0,1
suprisingly,1,0,1
supsicious,1,0,1
sure,128959,1289,130248
surefooted,2,0,2
surely,493,5,498
surf,8849,77,8926
surf's,2,0,2
surface,2153,20,2173
surfaced,39,0,39
surfaces,68,1,69
surfacing,3,0,3
surfboard,1376,14,1390
surfboarder,1,0,1
surfboarding,2,0,2
surfboards,89,0,89
surfed,610,5,615
surfer,214,2,216
surfer's,4,0,4
surfers,168,2,170
surfers's,1,0,1
surfie,5,0,5
surfing,1341,20,1361
surfs,32,0,32
surfy,6,0,6
surge,175,1,176
surged,16,0,16
surgeon,2,0,2
surgeries,1,0,1
surgery,107,0,107
surging,4,0,4
surly,1,0,1
surmount,1,0,1
surpass,4,0,4
surpassed,4,0,4
surpassing,1,0,1
surpise,1,0,1
surpised,1,0,1
surprise,130088,1259,131347
surprised,252973,2473,255446
surprisely,1,0,1
surprises,9455,108,9563
surprising,1307,10,1317
surprisingly,435,5,440
surprize,3,0,3
surprsing,1,0,1
surr,1,0,1
surrended,1,0,1
surrender,9009,95,9104
surrenderd,2,0,2
surrendered,778,6,784
surrendering,224,3,227
surrenders,7,0,7
surreneder,1,0,1
surrondings,1,0,1
surround,44,0,44
surrounded,3281,31,3312
surrounding,289,3,292
surroundings,1251,18,1269
surrounds,13,1,14
surrreee,1,0,1
surry,3,0,3
surveillance,1,0,1
survey,11,0,11
surveyed,30,0,30
surveying,2,0,2
survival,7,0,7
survive,509,5,514
survived,150,0,150
survives,2,0,2
survivied,1,0,1
surviving,6,0,6
survivor,3,0,3
survivors,12,0,12
sus,1,0,1
susa,7,0,7
susan,2525,5,2530
susan's,101,0,101
susanna,21,0,21
susannah,13,0,13
susans,1,0,1
suse,1,0,1
sushi,57,0,57
sushine,3,0,3
susi,25,0,25
susi's,2,0,2
susie,13920,83,14003
susie's,749,9,758
suspect,19,1,20
suspected,48,0,48
suspecting,4,0,4
suspects,9,0,9
suspended,17,0,17
suspenders,2,0,2
suspending,1,0,1
suspense,13,0,13
suspicion,16,0,16
suspicions,8,0,8
suspicious,298,4,302
suspiciously,56,2,58
sustain,1,0,1
sustained,0,1,1
susu,7,0,7
susy,323,0,323
susy's,15,0,15
sutton,1,0,1
suuprise,1,0,1
suuuuper,1,0,1
suv,2,0,2
suzanne,11,0,11
suzanne's,1,0,1
suzi,63,0,63
suzi's,1,0,1
suzie,2191,27,2218
suzie's,85,1,86
suzy,4957,61,5018
suzy's,293,4,297
sven,9,0,9
sven's,1,0,1
sw,2,0,2
swab,8,0,8
swabs,1,0,1
swahili,4,0,4
swalloed,1,0,1
swallow,671,9,680
swallowed,1368,13,1381
swallowing,41,0,41
swallows,131,0,131
swallowtail,1,0,1
swam,75376,838,76214
swamp,10915,94,11009
swamp's,13,1,14
swamped,1,0,1
swamps,20,0,20
swampy,20,0,20
swan,19629,247,19876
swan's,304,4,308
swaney,7,0,7
swaney's,1,0,1
swang,9,0,9
swanny,1,0,1
swans,2020,6,2026
swap,988,12,1000
swapped,555,2,557
swapping,24,0,24
swaps,10,1,11
swarm,124,0,124
swarmed,11,1,12
swarming,12,0,12
swarms,1,0,1
swash,3,0,3
swashbuckler,1,0,1
swashbuckling,2,0,2
swashed,3,0,3
swat,219,2,221
swatches,1,0,1
swats,10,1,11
swatted,76,0,76
swatter,39,0,39
swatting,34,1,35
sway,627,3,630
swayed,510,5,515
swaying,579,7,586
sways,17,1,18
swe,1,0,1
swear,26,0,26
swearing,3,0,3
sweat,430,5,435
sweatband,1,0,1
sweated,10,0,10
sweater,14452,155,14607
sweater's,5,0,5
sweaters,1009,11,1020
sweatier,2,0,2
sweating,178,1,179
sweatpants,1,0,1
sweats,9,0,9
sweatshirt,2,0,2
sweatsuit,1,0,1
sweaty,1048,16,1064
sweden,1,0,1
sweep,923,8,931
sweep's,2,0,2
sweeper,9,0,9
sweepers,2,0,2
sweeping,251,3,254
sweeps,22,0,22
sweept,2,0,2
sweet,95984,1067,97051
sweet's,2,0,2
sweetberries,1,0,1
sweetcorn,2,0,2
sweeten,16,0,16
sweetened,6,0,6
sweetener,2,0,2
sweeter,465,6,471
sweetest,1213,9,1222
sweethear,1,0,1
sweetheart,7609,78,7687
sweethearts,17,0,17
sweetie,10988,119,11107
sweetie's,3,0,3
sweeties,3373,35,3408
sweetly,466,4,470
sweetness,281,1,282
sweetpea,1,0,1
sweets,1891,21,1912
sweetshop,3,0,3
sweetson,1,0,1
sweetsters,1,0,1
sweety,23,1,24
swell,146,2,148
swelled,18,0,18
swelling,41,0,41
swells,3,0,3
sweltering,7,0,7
swept,1841,16,1857
swepted,1,0,1
swerve,51,0,51
swerved,69,0,69
swerves,17,0,17
swerving,8,0,8
swhat,1,0,1
swift,152,1,153
swifter,3,0,3
swiftly,73,0,73
swiftness,2,0,2
swig,4,0,4
swiging,1,0,1
swim,71744,726,72470
swimed,1,0,1
swiming,4,0,4
swimmed,8,0,8
swimmer,1110,17,1127
swimmer's,2,0,2
swimmers,113,1,114
swimmies,2,0,2
swimmimg,1,0,1
swimming,28831,304,29135
swimmingly,3,0,3
swimmings,1,0,1
swimmy,480,0,480
swimmy's,8,0,8
swims,2116,23,2139
swimsuit,981,5,986
swimsuits,599,8,607
swimwear,4,0,4
swin,1,0,1
swing,99362,1077,100439
swing's,44,1,45
swinged,16,0,16
swinger,27,1,28
swingers,9,0,9
swingin,2,0,2
swinging,11077,132,11209
swings,49583,534,50117
swingseat,1,0,1
swingset,125,4,129
swingsets,2,0,2
swingy,10,0,10
swinming,1,0,1
swipe,79,1,80
swiped,98,1,99
swipes,9,0,9
swiping,8,0,8
swirl,537,1,538
swirled,252,3,255
swirlier,1,0,1
swirling,246,1,247
swirlled,1,0,1
swirls,513,4,517
swirly,39,0,39
swish,193,0,193
swished,107,2,109
swishes,7,0,7
swishing,56,0,56
swishy,9,0,9
swiss,11,0,11
switch,13510,112,13622
switch's,3,0,3
switcharoo,1,0,1
switched,1035,16,1051
switches,241,7,248
switching,35,0,35
switzerland,5,0,5
swiveled,1,0,1
swiveling,1,0,1
swivelling,1,0,1
swoards,1,0,1
swollen,973,12,985
swoon,1,0,1
swoop,211,2,213
swooped,2302,18,2320
swooping,90,2,92
swoops,68,1,69
swoopy,1,0,1
swoosh,53,0,53
swooshed,19,0,19
swooshing,16,0,16
sword,21295,250,21545
sword's,6,0,6
sworder,1,0,1
swordfight,1,0,1
swordfighting,3,0,3
swordfish,117,0,117
swords,1963,18,1981
swordsman,5,0,5
swordy,1,0,1
swore,88,1,89
sworn,7,0,7
swum,99,1,100
swung,10168,124,10292
sy,1,0,1
sycamores,1,0,1
syd,9,0,9
sydney,129,0,129
sydney's,6,0,6
sylar,1,0,1
sylar's,1,0,1
sylester,1,0,1
sylla,7,0,7
syllable,1,0,1
syllables,4,0,4
sylvester,11,0,11
sylvia,170,8,178
sylvia's,12,1,13
sylvie,35,0,35
sylvie's,1,0,1
symbol,9764,106,9870
symbol's,8,0,8
symbolic,2,0,2
symbolise,1,0,1
symbolised,5,0,5
symbolises,2,0,2
symbolising,1,0,1
symbolism,1,0,1
symbolize,3,0,3
symbolized,16,0,16
symbolizes,8,0,8
symbolizing,3,0,3
symbols,1443,9,1452
symmetrical,5,0,5
symmetry,1,0,1
sympathetic,59,0,59
sympathetically,26,0,26
sympathised,9,0,9
sympathized,9,0,9
sympathy,33,1,34
symphony,19,0,19
symptom,2,0,2
symptoms,10,0,10
sync,18,1,19
synchronicity,1,0,1
synchronised,1,0,1
synchronization,1,0,1
synchrony,1,0,1
synthesizer,2,0,2
syria,1,0,1
syringe,196,5,201
syringes,2,0,2
syrup,696,9,705
syrups,3,0,3
syrupy,2,0,2
system,101,1,102
szz,1,0,1
sí,2,0,2
t,36254,364,36618
t's,10,0,10
ta,138,1,139
taavi,5,0,5
tab,19,0,19
tabatha,4,0,4
tabby,230,1,231
tabby's,8,0,8
tabbycat,1,0,1
tabel,1,0,1
tabitha,26,0,26
table,120556,1211,121767
table's,21,0,21
tablecloth,315,2,317
tablecloths,5,0,5
tables,2338,18,2356
tablespoon,18,0,18
tablespoons,4,0,4
tablet,570,5,575
tablet's,1,0,1
tabletop,2,0,2
tablets,11,2,13
tabley,3,0,3
tac,58,0,58
tack,4,0,4
tacked,3,0,3
tacker,1,0,1
tackle,139,2,141
tackled,32,1,33
tackles,16,0,16
tackling,18,0,18
taco,108,0,108
taco's,1,0,1
tacos,143,2,145
tact,4,0,4
tactic,18,0,18
tactics,9,0,9
tad,190,0,190
tad's,5,0,5
tada,14,0,14
taddy,12,0,12
tado,1,0,1
tadpole,59,0,59
tadpoles,87,0,87
taffy,84,0,84
taffy's,3,0,3
tag,16798,173,16971
tagged,232,3,235
taggee,1,0,1
tagger,18,0,18
taggers,1,0,1
taggged,1,0,1
tagging,26,0,26
tags,170,2,172
tah,1,0,1
taht,1,0,1
tahum,1,0,1
taidai,6,0,6
tail,118426,1242,119668
tail's,2,0,2
tailbone,1,0,1
tailed,25,0,25
tailfeather,2,0,2
tailfeathers,1,0,1
tailing,2,0,2
taill,1,0,1
taillight,0,1,1
tailor,115,0,115
tailor's,5,0,5
tailored,2,0,2
tailorer,1,0,1
tailpipe,4,0,4
tails,3098,32,3130
tailspin,1,0,1
tailwag,1,0,1
taily,6,0,6
taima,7,0,7
tainted,2,0,2
taj,7,0,7
tak,9,0,9
take,343668,3547,347215
takeaway,3,1,4
taken,18819,179,18998
takeoff,52,2,54
takeout,7,0,7
taker,27,4,31
takers,1,0,1
takes,35324,340,35664
taking,40253,435,40688
tal,15,0,15
tala,18,0,18
talc,1,0,1
talcum,3,0,3
tale,500,9,509
talent,1577,18,1595
talented,1449,15,1464
talents,1043,17,1060
tales,294,4,298
talia,46,0,46
talia's,1,0,1
talisman,5,0,5
talismans,2,0,2
talk,143606,1389,144995
talkative,25,0,25
talked,68495,701,69196
talker,26,0,26
talkie,256,2,258
talkie's,1,0,1
talkies,47,0,47
talking,53830,603,54433
talks,1777,14,1791
talky,62,0,62
tall,118407,1122,119529
talla,6,0,6
taller,11543,127,11670
tallest,3547,48,3595
